22
l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot1|q9_annot2|
967|51|30|5|41.00|38993.05|0.08|0.04|A|F|1992-07-23|1992-08-07|1992-08-13|TAKE BACK RETURN|FOB|efully special ide|0|0|0|35874|35874|41|
967|316|4|6|17.00|20677.27|0.05|0.06|A|F|1992-10-02|1992-08-19|1992-10-25|NONE|MAIL|y ironic foxes caj|0|0|0|19643|19643|17|
967|483|20|7|18.00|24902.64|0.00|0.02|A|F|1992-10-06|1992-08-05|1992-10-15|DELIVER IN PERSON|RAIL|ngage blith|0|0|0|24903|24903|18|
992|180|7|1|14.00|15122.52|0.10|0.03|N|O|1998-01-29|1997-12-29|1998-02-18|TAKE BACK RETURN|MAIL|the unusual, even dependencies affix fluff|13610|0|0|13610|13610|14|
992|114|25|2|34.00|34479.74|0.02|0.00|N|O|1997-11-29|1998-01-21|1997-11-30|NONE|RAIL|s use silently. blithely regular ideas b|33790|0|0|33790|33790|34|
992|315|16|3|30.00|36459.30|0.10|0.00|N|O|1997-12-15|1998-02-02|1998-01-12|NONE|SHIP|nic instructions n|32813|0|0|32813|32813|30|
992|142|4|4|21.00|21884.94|0.06|0.06|N|O|1997-11-13|1997-12-28|1997-12-10|NONE|TRUCK|fily. quickly special deposit|20572|0|0|20572|20572|21|
992|274|21|5|7.00|8219.89|0.09|0.05|N|O|1997-11-30|1997-12-24|1997-12-16|DELIVER IN PERSON|TRUCK|ideas haggle. special theodolit|7480|0|0|7480|7480|7|
992|223|26|6|41.00|46052.02|0.10|0.01|N|O|1997-11-14|1998-02-04|1997-11-23|TAKE BACK RETURN|AIR|eodolites cajole across the accounts.|41447|0|0|41447|41447|41|
993|524|9|1|33.00|47009.16|0.01|0.05|N|O|1996-01-03|1995-11-28|1996-01-23|DELIVER IN PERSON|AIR| the deposits affix agains|46539|0|0|46539|46539|33|
993|7|15|2|28.00|25396.00|0.06|0.08|N|O|1995-10-24|1995-11-20|1995-11-06|DELIVER IN PERSON|RAIL|lites. even theodolite|23872|0|0|23872|23872|28|
993|120|21|3|10.00|10201.20|0.03|0.08|N|O|1995-12-17|1995-11-13|1995-12-20|NONE|RAIL|encies wake fur|9895|0|0|9895|9895|10|
993|573|26|4|40.00|58942.80|0.01|0.01|N|O|1995-11-16|1995-11-01|1995-12-05|TAKE BACK RETURN|RAIL|gle above the furiously |58353|0|0|58353|58353|40|
993|437|18|5|33.00|44135.19|0.09|0.08|N|O|1995-09-28|1995-10-24|1995-10-03|COLLECT COD|RAIL|fluffily. quiet excuses sleep furiously sly|40163|0|0|40163|40163|33|
993|411|22|6|35.00|45899.35|0.04|0.02|N|O|1995-10-26|1995-10-20|1995-11-05|DELIVER IN PERSON|FOB|es. ironic, ironic requests|44063|0|0|44063|44063|35|
993|15|7|7|15.00|13725.15|0.09|0.03|N|O|1995-09-27|1995-10-21|1995-10-17|DELIVER IN PERSON|MAIL|sits. pending pinto beans haggle? ca|12490|0|0|12490|12490|15|
994|194|15|1|4.00|4376.76|0.07|0.03|R|F|1994-07-05|1994-05-21|1994-07-20|COLLECT COD|SHIP|aggle carefully acc|0|4070|0|4070|4070|4|
994|28|6|2|11.00|10208.22|0.01|0.00|R|F|1994-05-03|1994-06-10|1994-05-22|NONE|AIR|ular accounts sleep |0|10106|0|10106|10106|11|
994|93|4|3|5.00|4965.45|0.08|0.08|A|F|1994-06-24|1994-06-14|1994-06-26|NONE|MAIL|ainst the pending requests. packages sl|0|0|0|4568|4568|5|
994|392|3|4|25.00|32309.75|0.10|0.00|A|F|1994-06-03|1994-06-02|1994-06-06|COLLECT COD|RAIL|usual pinto beans.|0|0|0|29079|29079|25|
995|517|20|1|15.00|21262.65|0.08|0.05|N|O|1995-06-30|1995-08-04|1995-07-27|NONE|REG AIR|uses. fluffily fina|19562|0|0|19562|19562|15|
995|387|17|2|28.00|36046.64|0.08|0.03|N|F|1995-06-12|1995-07-20|1995-06-19|DELIVER IN PERSON|SHIP|pades. quick, final frays use flu|33163|0|0|33163|33163|28|
995|496|3|3|45.00|62842.05|0.00|0.05|N|O|1995-08-02|1995-07-21|1995-08-03|DELIVER IN PERSON|SHIP|lar packages detect blithely above t|62842|0|0|62842|62842|45|
995|198|15|4|25.00|27454.75|0.01|0.08|N|O|1995-09-08|1995-08-05|1995-09-28|NONE|TRUCK|lyly even |27180|0|0|27180|27180|25|
995|70|11|5|18.00|17461.26|0.06|0.03|N|O|1995-07-03|1995-07-29|1995-07-22|TAKE BACK RETURN|AIR| even accounts unwind c|16414|0|0|16414|16414|18|
996|518|27|1|43.00|60995.93|0.03|0.06|N|O|1998-03-27|1998-03-25|1998-04-06|COLLECT COD|SHIP| the blithely ironic foxes. slyly silent d|59166|0|0|59166|59166|43|
997|488|9|1|11.00|15273.28|0.00|0.02|N|O|1997-06-16|1997-07-21|1997-07-14|DELIVER IN PERSON|TRUCK|p furiously according to t|15273|0|0|15273|15273|11|
997|143|24|2|17.00|17733.38|0.03|0.00|N|O|1997-07-28|1997-07-26|1997-08-20|DELIVER IN PERSON|SHIP|aggle quickly furiously|17201|0|0|17201|17201|17|
998|30|22|1|22.00|20460.66|0.04|0.05|A|F|1994-12-03|1995-02-17|1994-12-19|TAKE BACK RETURN|RAIL|lites. qui|0|0|0|19642|19642|22|
998|542|23|2|7.00|10097.78|0.10|0.05|R|F|1995-03-24|1995-01-18|1995-04-03|NONE|MAIL|nic deposits. even asym|9088|9088|0|9088|9088|7|
998|426|28|3|30.00|39792.60|0.05|0.07|A|F|1994-12-02|1995-01-23|1994-12-23|NONE|SHIP|lyly idle Tir|0|0|0|37803|37803|30|
998|31|18|4|6.00|5586.18|0.09|0.05|R|F|1995-03-20|1994-12-27|1995-04-13|DELIVER IN PERSON|MAIL|refully accounts. carefully express ac|5083|5083|0|5083|5083|6|
998|218|7|5|1.00|1118.21|0.04|0.00|R|F|1995-01-05|1995-01-06|1995-01-13|NONE|SHIP|es sleep. regular dependencies use bl|0|1073|0|1073|1073|1|
999|181|11|1|34.00|36760.12|0.00|0.08|R|F|1993-10-30|1993-10-17|1993-10-31|TAKE BACK RETURN|SHIP|its. daringly final instruc|0|36760|0|36760|36760|34|
999|597|24|2|41.00|61401.19|0.08|0.01|A|F|1993-10-16|1993-12-04|1993-11-03|DELIVER IN PERSON|REG AIR|us depths. carefully ironic instruc|0|0|0|56489|56489|41|
999|352|29|3|15.00|18785.25|0.07|0.06|A|F|1993-12-12|1993-10-18|1994-01-08|COLLECT COD|REG AIR|y ironic requests. carefully regu|0|0|0|17470|17470|15|
999|8|9|4|10.00|9080.00|0.05|0.02|A|F|1993-11-23|1993-12-02|1993-11-29|NONE|MAIL|efully pending|0|0|0|8626|8626|10|
999|56|27|5|3.00|2868.15|0.03|0.00|R|F|1993-09-17|1993-10-22|1993-10-13|NONE|FOB|nic, pending ideas. bl|0|2782|0|2782|2782|3|
999|543|19|6|37.00|53410.98|0.00|0.04|R|F|1994-01-03|1993-10-28|1994-01-12|DELIVER IN PERSON|TRUCK|ckly slyly unusual packages: packages hagg|0|53411|0|53411|53411|37|
1024|595|18|1|49.00|73283.91|0.03|0.05|N|O|1998-03-06|1998-01-26|1998-03-29|TAKE BACK RETURN|FOB|ts. asymptotes nag fur|71085|0|0|71085|71085|49|
1024|377|26|2|34.00|43430.58|0.00|0.01|N|O|1998-01-06|1998-02-05|1998-01-26|COLLECT COD|SHIP|des the slyly even|43431|0|0|43431|43431|34|
1024|131|15|3|28.00|28871.64|0.04|0.01|N|O|1998-03-04|1998-03-12|1998-03-15|TAKE BACK RETURN|TRUCK|e blithely regular pi|27717|0|0|27717|27717|28|
1024|550|6|4|13.00|18857.15|0.02|0.04|N|O|1998-04-11|1998-02-26|1998-04-18|NONE|FOB|e slyly around the slyly special instructi|18480|0|0|18480|18480|13|
1024|63|1|5|49.00|47189.94|0.02|0.04|N|O|1998-02-27|1998-03-10|1998-03-27|COLLECT COD|FOB| carefully bold |46246|0|0|46246|46246|49|
1025|449|30|1|36.00|48579.84|0.03|0.04|A|F|1995-05-15|1995-07-05|1995-06-10|COLLECT COD|FOB|e unusual, regular instr|47122|0|0|47122|47122|36|
1025|205|26|2|23.00|25419.60|0.08|0.03|N|F|1995-06-02|1995-07-29|1995-06-23|COLLECT COD|RAIL| regular platelets nag carefu|23386|0|0|23386|23386|23|
1025|68|27|3|25.00|24201.50|0.06|0.05|R|F|1995-05-29|1995-06-21|1995-06-13|DELIVER IN PERSON|REG AIR|xpress foxes. furiousl|22749|22749|0|22749|22749|25|
1026|112|23|1|36.00|36435.96|0.10|0.02|N|O|1997-06-14|1997-07-20|1997-06-23|NONE|SHIP|st the ide|32792|0|0|32792|32792|36|
1026|111|12|2|6.00|6066.66|0.10|0.08|N|O|1997-07-07|1997-08-16|1997-07-14|TAKE BACK RETURN|TRUCK|to beans. special, regular packages hagg|5460|0|0|5460|5460|6|
1027|468|3|1|43.00|58843.78|0.07|0.08|R|F|1992-06-17|1992-08-28|1992-07-10|DELIVER IN PERSON|MAIL|oxes. carefully regular deposits|0|54725|0|54725|54725|43|
1027|338|15|2|20.00|24766.60|0.01|0.02|A|F|1992-06-08|1992-08-29|1992-06-14|NONE|TRUCK|ar excuses eat f|0|0|0|24519|24519|20|
1027|378|16|3|2.00|2556.74|0.01|0.02|R|F|1992-08-28|1992-07-09|1992-09-10|NONE|FOB|s. quickly unusual waters inside |0|2531|0|2531|2531|2|
1027|298|17|4|13.00|15577.77|0.08|0.01|R|F|1992-08-22|1992-07-10|1992-09-12|DELIVER IN PERSON|RAIL|ily ironic ideas use|0|14332|0|14332|14332|13|
1027|407|8|5|22.00|28762.80|0.02|0.00|A|F|1992-09-03|1992-08-14|1992-10-01|DELIVER IN PERSON|FOB|the furiously express ex|0|0|0|28188|28188|22|
1027|315|3|6|10.00|12153.10|0.06|0.08|R|F|1992-08-28|1992-08-06|1992-09-03|COLLECT COD|REG AIR|ilent, express foxes near the blithely sp|0|11424|0|11424|11424|10|
1028|384|14|1|2.00|2568.76|0.09|0.03|A|F|1994-01-10|1994-03-22|1994-01-26|COLLECT COD|FOB|s alongside of the regular asymptotes sleep|0|0|0|2338|2338|2|
1028|336|13|2|39.00|48216.87|0.06|0.05|R|F|1994-02-18|1994-03-22|1994-03-06|TAKE BACK RETURN|MAIL| final dependencies affix a|0|45324|0|45324|45324|39|
1028|299|2|3|8.00|9594.32|0.03|0.07|A|F|1994-02-14|1994-03-28|1994-02-22|NONE|AIR|e carefully final packages. furiously fi|0|0|0|9306|9306|8|
1028|94|15|4|26.00|25846.34|0.07|0.02|A|F|1994-03-18|1994-02-08|1994-03-19|TAKE BACK RETURN|RAIL|ronic platelets. carefully f|0|0|0|24037|24037|26|
1028|86|24|5|27.00|26624.16|0.00|0.04|A|F|1994-04-03|1994-02-07|1994-04-26|NONE|REG AIR|ial accounts nag. slyly|0|0|0|26624|26624|27|
1028|76|26|6|39.00|38066.73|0.03|0.02|A|F|1994-02-27|1994-02-16|1994-03-02|DELIVER IN PERSON|AIR|c theodoli|0|0|0|36925|36925|39|
1028|93|24|7|22.00|21847.98|0.03|0.00|R|F|1994-04-24|1994-02-27|1994-05-08|NONE|REG AIR| Tiresias alongside of the carefully spec|0|21193|0|21193|21193|22|
1029|409|10|1|45.00|58923.00|0.05|0.07|R|F|1994-07-21|1994-08-30|1994-07-29|TAKE BACK RETURN|FOB|sits boost blithely|0|55977|0|55977|55977|45|
1030|194|24|1|17.00|18601.23|0.06|0.06|R|F|1994-10-13|1994-08-01|1994-11-10|DELIVER IN PERSON|RAIL|ly. carefully even packages dazz|0|17485|0|17485|17485|17|
1031|137|18|1|15.00|15556.95|0.10|0.08|A|F|1994-11-07|1994-10-29|1994-11-09|TAKE BACK RETURN|FOB|about the carefully bold a|0|0|0|14001|14001|15|
1031|495|9|2|28.00|39073.72|0.05|0.01|A|F|1994-12-10|1994-10-29|1994-12-18|COLLECT COD|FOB|ly ironic accounts across the q|0|0|0|37120|37120|28|
1031|561|7|3|27.00|39462.12|0.07|0.02|R|F|1994-09-20|1994-10-18|1994-10-10|DELIVER IN PERSON|SHIP|gular deposits cajole. blithely unus|0|36700|0|36700|36700|27|
1031|262|23|4|7.00|8135.82|0.03|0.03|R|F|1994-12-07|1994-11-11|1994-12-30|COLLECT COD|FOB|r instructions. car|0|7892|0|7892|7892|7|
1031|571|20|5|44.00|64749.08|0.01|0.07|R|F|1994-11-20|1994-11-24|1994-12-11|NONE|AIR|re slyly above the furio|0|64102|0|64102|64102|44|
1056|363|23|1|37.00|46744.32|0.04|0.06|R|F|1995-02-18|1995-04-01|1995-03-20|NONE|TRUCK| special packages. qui|0|44875|0|44875|44875|37|
1057|577|4|1|29.00|42849.53|0.10|0.01|A|F|1992-05-05|1992-05-05|1992-06-03|TAKE BACK RETURN|SHIP|es wake according to the q|0|0|0|38565|38565|29|
1057|505|19|2|11.00|15460.50|0.00|0.02|R|F|1992-03-31|1992-04-18|1992-04-18|COLLECT COD|AIR|yly final theodolites. furi|0|15461|0|15461|15461|11|
1057|253|14|3|21.00|24218.25|0.03|0.04|A|F|1992-02-28|1992-05-01|1992-03-10|NONE|REG AIR|ar orbits boost bli|0|0|0|23492|23492|21|
1057|546|27|4|20.00|28930.80|0.06|0.03|R|F|1992-03-02|1992-05-19|1992-03-13|DELIVER IN PERSON|TRUCK|s wake bol|0|27195|0|27195|27195|20|
1057|290|9|5|7.00|8332.03|0.06|0.05|R|F|1992-06-05|1992-04-30|1992-06-20|NONE|TRUCK|y slyly express theodolites. slyly bo|0|7832|0|7832|7832|7|
1057|155|30|6|19.00|20047.85|0.04|0.07|A|F|1992-05-31|1992-05-09|1992-06-02|DELIVER IN PERSON|FOB|r-- packages haggle alon|0|0|0|19246|19246|19|
1058|419|30|1|24.00|31665.84|0.08|0.04|A|F|1993-07-09|1993-05-28|1993-07-22|DELIVER IN PERSON|TRUCK|fully ironic accounts. express accou|0|0|0|29133|29133|24|
1058|265|11|2|5.00|5826.30|0.04|0.07|R|F|1993-05-11|1993-05-29|1993-05-27|COLLECT COD|TRUCK|refully even requests boost along|0|5593|0|5593|5593|5|
1058|268|29|3|44.00|51403.44|0.10|0.01|R|F|1993-06-26|1993-06-21|1993-07-20|COLLECT COD|TRUCK|uriously f|0|46263|0|46263|46263|44|
1058|13|5|4|25.00|22825.25|0.09|0.01|A|F|1993-05-27|1993-06-10|1993-06-20|TAKE BACK RETURN|MAIL| the final requests believe carefully |0|0|0|20771|20771|25|
1059|533|24|1|16.00|22936.48|0.07|0.02|A|F|1994-04-24|1994-03-31|1994-04-28|DELIVER IN PERSON|SHIP|y ironic pinto |0|0|0|21331|21331|16|
1059|87|25|2|7.00|6909.56|0.07|0.06|R|F|1994-03-30|1994-04-01|1994-04-24|DELIVER IN PERSON|MAIL|the furiously silent excuses are e|0|6426|0|6426|6426|7|
1059|264|10|3|45.00|52391.70|0.00|0.02|R|F|1994-06-10|1994-05-08|1994-06-21|COLLECT COD|RAIL|riously even theodolites. slyly regula|0|52392|0|52392|52392|45|
1059|330|22|4|26.00|31988.58|0.09|0.01|A|F|1994-03-17|1994-04-18|1994-03-26|DELIVER IN PERSON|TRUCK|ar pinto beans at the furiously |0|0|0|29110|29110|26|
1059|415|16|5|37.00|48670.17|0.09|0.04|R|F|1994-03-31|1994-05-08|1994-04-06|COLLECT COD|RAIL| packages lose in place of the slyly unusu|0|44290|0|44290|44290|37|
1059|568|24|6|50.00|73428.00|0.00|0.03|A|F|1994-06-15|1994-05-11|1994-06-29|NONE|MAIL|s impress furiously about|0|0|0|73428|73428|50|
1059|367|8|7|13.00|16475.68|0.01|0.03|R|F|1994-06-12|1994-05-11|1994-07-02|COLLECT COD|TRUCK|usly regular theodo|0|16311|0|16311|16311|13|
1060|587|6|1|8.00|11900.64|0.07|0.04|R|F|1993-05-21|1993-05-06|1993-06-10|DELIVER IN PERSON|FOB|iously. furiously regular in|0|11068|0|11068|11068|8|
1060|23|15|2|26.00|23998.52|0.06|0.08|R|F|1993-04-12|1993-04-01|1993-04-20|DELIVER IN PERSON|TRUCK|counts; even deposits are carefull|0|22559|0|22559|22559|26|
1060|490|4|3|11.00|15295.39|0.01|0.07|A|F|1993-05-13|1993-05-08|1993-05-17|TAKE BACK RETURN|MAIL|e regular deposits: re|0|0|0|15142|15142|11|
1060|330|22|4|16.00|19685.28|0.03|0.06|A|F|1993-06-15|1993-04-18|1993-07-05|COLLECT COD|SHIP|ccounts. foxes maintain care|0|0|0|19095|19095|16|
1060|159|4|5|1.00|1059.15|0.04|0.06|A|F|1993-06-19|1993-05-10|1993-06-21|COLLECT COD|RAIL|posits detect carefully abo|0|0|0|1017|1017|1|
1060|215|20|6|26.00|28995.46|0.01|0.03|A|F|1993-02-28|1993-04-01|1993-03-09|TAKE BACK RETURN|FOB|quickly abo|0|0|0|28706|28706|26|
1060|361|10|7|36.00|45408.96|0.09|0.01|R|F|1993-03-14|1993-03-24|1993-04-02|TAKE BACK RETURN|FOB|r the quickly|0|41322|0|41322|41322|36|
1061|451|16|1|7.00|9460.15|0.04|0.04|N|O|1998-08-09|1998-08-12|1998-08-16|COLLECT COD|FOB|es are slyly expr|9082|0|0|9082|9082|7|
1061|356|15|2|2.00|2512.70|0.06|0.02|N|O|1998-08-15|1998-08-05|1998-08-24|COLLECT COD|MAIL|. regular accounts impre|2362|0|0|2362|2362|2|
1061|331|8|3|26.00|32014.58|0.08|0.02|N|O|1998-06-18|1998-07-25|1998-06-24|TAKE BACK RETURN|AIR|ave to slee|29453|0|0|29453|29453|26|
1061|406|17|4|41.00|53562.40|0.00|0.05|N|O|1998-06-29|1998-07-02|1998-07-27|NONE|MAIL|s are. ironic theodolites cajole. dep|53562|0|0|53562|53562|41|
1061|391|2|5|50.00|64569.50|0.04|0.08|N|O|1998-05-25|1998-07-22|1998-06-22|COLLECT COD|AIR|nding excuses are around the e|61987|0|0|61987|61987|50|
1061|431|3|6|35.00|46600.05|0.09|0.05|N|O|1998-07-05|1998-07-07|1998-07-30|TAKE BACK RETURN|MAIL|ending requests nag careful|42406|0|0|42406|42406|35|
1062|409|20|1|38.00|49757.20|0.00|0.01|N|O|1997-01-27|1997-03-07|1997-02-16|DELIVER IN PERSON|TRUCK|deas. pending acc|49757|0|0|49757|49757|38|
1063|286|19|1|42.00|49823.76|0.03|0.02|A|F|1994-07-10|1994-05-25|1994-07-26|NONE|RAIL|tructions about the blithely ex|0|0|0|48329|48329|42|
1088|321|22|1|30.00|36639.60|0.07|0.03|A|F|1992-05-22|1992-06-25|1992-06-11|TAKE BACK RETURN|SHIP|long the packages snooze careful|0|0|0|34075|34075|30|
1088|111|22|2|11.00|11122.21|0.06|0.00|A|F|1992-08-30|1992-07-25|1992-09-10|TAKE BACK RETURN|AIR|inal requests. fluffily express theod|0|0|0|10455|10455|11|
1088|542|28|3|5.00|7212.70|0.03|0.07|A|F|1992-07-01|1992-07-25|1992-07-02|NONE|AIR|refully ironic packages. r|0|0|0|6996|6996|5|
1088|372|13|4|3.00|3817.11|0.09|0.03|A|F|1992-06-15|1992-08-02|1992-06-18|DELIVER IN PERSON|MAIL|pecial theodolites |0|0|0|3474|3474|3|
1089|451|8|1|47.00|63518.15|0.05|0.06|N|O|1996-06-26|1996-06-25|1996-07-11|NONE|TRUCK|aggle furiously among the bravely eve|60342|0|0|60342|60342|47|
1089|150|12|2|35.00|36755.25|0.03|0.00|N|O|1996-08-14|1996-07-10|1996-08-26|NONE|TRUCK|ly express deposits haggle|35653|0|0|35653|35653|35|
1089|76|17|3|23.00|22449.61|0.10|0.05|N|O|1996-06-24|1996-07-25|1996-07-20|DELIVER IN PERSON|AIR|g dolphins. deposits integrate. s|20205|0|0|20205|20205|23|
1089|422|6|4|1.00|1322.42|0.01|0.03|N|O|1996-07-08|1996-07-07|1996-07-17|COLLECT COD|RAIL|n courts among the caref|1309|0|0|1309|1309|1|
1090|65|6|1|5.00|4825.30|0.02|0.05|N|O|1998-02-19|1997-12-25|1998-02-24|DELIVER IN PERSON|AIR|s above the |4729|0|0|4729|4729|5|
1090|338|15|2|28.00|34673.24|0.08|0.08|N|O|1998-02-20|1998-01-03|1998-03-19|NONE|FOB|s cajole above the regular|31899|0|0|31899|31899|28|
1091|112|23|1|40.00|40484.40|0.10|0.06|N|O|1996-12-17|1996-10-14|1996-12-24|TAKE BACK RETURN|REG AIR|platelets. regular packag|36436|0|0|36436|36436|40|
1092|551|12|1|48.00|69674.40|0.04|0.04|N|O|1995-06-25|1995-04-06|1995-07-18|DELIVER IN PERSON|AIR|unusual accounts. fluffi|66887|0|0|66887|66887|48|
1092|458|15|2|1.00|1358.45|0.01|0.06|A|F|1995-03-10|1995-04-21|1995-04-06|COLLECT COD|RAIL|lent, pending requests-- requests nag accor|0|0|0|1345|1345|1|
1092|483|20|3|28.00|38737.44|0.05|0.08|R|F|1995-04-08|1995-05-01|1995-05-02|DELIVER IN PERSON|FOB|affix carefully. u|36801|36801|0|36801|36801|28|
1092|256|17|4|2.00|2312.50|0.05|0.07|R|F|1995-04-09|1995-05-12|1995-05-03|TAKE BACK RETURN|TRUCK|ans. slyly eve|2197|2197|0|2197|2197|2|
1093|261|22|1|7.00|8128.82|0.04|0.02|N|O|1997-11-24|1997-09-23|1997-11-25|TAKE BACK RETURN|SHIP|bold deposits. blithely ironic depos|7804|0|0|7804|7804|7|
1093|529|2|2|37.00|52892.24|0.08|0.04|N|O|1997-11-06|1997-10-08|1997-11-22|COLLECT COD|FOB|le furiously across the carefully sp|48661|0|0|48661|48661|37|
1093|182|3|3|34.00|36794.12|0.01|0.06|N|O|1997-11-07|1997-09-06|1997-11-28|TAKE BACK RETURN|REG AIR|sits. express accounts play carefully. bol|36426|0|0|36426|36426|34|
1094|344|15|1|9.00|11199.06|0.07|0.06|N|O|1997-12-28|1998-03-16|1998-01-18|DELIVER IN PERSON|AIR|as. slyly pe|10415|0|0|10415|10415|9|
1095|409|10|1|33.00|43210.20|0.01|0.02|N|O|1995-10-03|1995-09-22|1995-10-13|NONE|MAIL|slyly around the iron|42778|0|0|42778|42778|33|
1095|408|19|2|24.00|31401.60|0.04|0.06|N|O|1995-08-24|1995-10-20|1995-09-09|COLLECT COD|TRUCK|packages nod furiously above the carefully |30146|0|0|30146|30146|24|
1095|466|9|3|13.00|17763.98|0.06|0.01|N|O|1995-08-24|1995-10-19|1995-09-02|TAKE BACK RETURN|REG AIR|ously even accounts. slyly bold a|16698|0|0|16698|16698|13|
1095|404|15|4|28.00|36523.20|0.08|0.03|N|O|1995-09-20|1995-11-18|1995-10-02|DELIVER IN PERSON|SHIP| regular pac|33601|0|0|33601|33601|28|
1095|336|1|5|40.00|49453.20|0.09|0.03|N|O|1995-10-18|1995-11-14|1995-11-09|NONE|MAIL| bold accounts haggle slyly furiously even|45002|0|0|45002|45002|40|
1095|542|28|6|37.00|53373.98|0.07|0.08|N|O|1995-10-04|1995-11-13|1995-10-12|NONE|SHIP|. quickly even dolphins sle|49638|0|0|49638|49638|37|
1120|534|19|1|10.00|14345.30|0.08|0.05|N|O|1997-12-17|1998-01-21|1997-12-23|DELIVER IN PERSON|MAIL|dependencies. blithel|13198|0|0|13198|13198|10|
1120|58|29|2|49.00|46944.45|0.01|0.07|N|O|1998-01-03|1998-02-02|1998-01-09|TAKE BACK RETURN|RAIL|heodolites. quick re|46475|0|0|46475|46475|49|
1120|227|2|3|21.00|23671.62|0.06|0.01|N|O|1998-01-11|1998-02-04|1998-01-19|COLLECT COD|REG AIR|s: fluffily even packages c|22251|0|0|22251|22251|21|
1120|137|10|4|22.00|22816.86|0.09|0.08|N|O|1997-11-15|1998-01-25|1997-12-07|TAKE BACK RETURN|REG AIR|ons. slyly silent requests sleep silent|20763|0|0|20763|20763|22|
1120|248|9|5|10.00|11482.40|0.07|0.08|N|O|1997-11-10|1998-02-01|1997-11-28|TAKE BACK RETURN|AIR|ages haggle furiously |10679|0|0|10679|10679|10|
1121|504|4|1|42.00|58989.00|0.04|0.05|N|O|1997-03-05|1997-03-18|1997-03-14|DELIVER IN PERSON|SHIP|nts are slyly special packages. f|56629|0|0|56629|56629|42|
1121|481|25|2|27.00|37299.96|0.08|0.00|N|O|1997-05-08|1997-03-28|1997-05-14|NONE|MAIL|ly ironic accounts cajole slyly abou|34316|0|0|34316|34316|27|
1121|471|14|3|10.00|13714.70|0.00|0.04|N|O|1997-04-17|1997-03-18|1997-05-02|TAKE BACK RETURN|RAIL|dencies. quickly regular theodolites n|13715|0|0|13715|13715|10|
1121|496|26|4|29.00|40498.21|0.02|0.01|N|O|1997-03-07|1997-04-02|1997-04-01|DELIVER IN PERSON|REG AIR| use furiously. quickly silent package|39688|0|0|39688|39688|29|
1121|90|19|5|47.00|46534.23|0.09|0.03|N|O|1997-04-27|1997-03-28|1997-05-14|COLLECT COD|FOB|ly idle, i|42346|0|0|42346|42346|47|
1121|599|30|6|50.00|74979.50|0.06|0.03|N|O|1997-04-21|1997-02-16|1997-04-25|NONE|TRUCK|odolites. slyly even accounts|70481|0|0|70481|70481|50|
1121|238|11|7|37.00|42114.51|0.06|0.01|N|O|1997-02-27|1997-03-04|1997-03-02|COLLECT COD|RAIL|special packages. fluffily final requests s|39588|0|0|39588|39588|37|
1122|274|23|1|8.00|9394.16|0.10|0.06|N|O|1997-02-02|1997-04-03|1997-02-22|TAKE BACK RETURN|RAIL|c foxes are along the slyly r|8455|0|0|8455|8455|8|
1122|546|27|2|29.00|41949.66|0.05|0.04|N|O|1997-05-07|1997-04-07|1997-05-15|COLLECT COD|SHIP|ptotes. quickl|39852|0|0|39852|39852|29|
1122|440|24|3|25.00|33511.00|0.09|0.01|N|O|1997-03-21|1997-03-03|1997-04-07|TAKE BACK RETURN|RAIL|d furiously. pinto |30495|0|0|30495|30495|25|
1122|318|6|4|40.00|48732.40|0.08|0.08|N|O|1997-02-07|1997-03-25|1997-02-25|NONE|REG AIR|packages sleep after the asym|44834|0|0|44834|44834|40|
1122|452|3|5|15.00|20286.75|0.05|0.03|N|O|1997-04-15|1997-03-15|1997-05-07|COLLECT COD|SHIP|olve blithely regular, |19272|0|0|19272|19272|15|
1122|486|16|6|24.00|33275.52|0.04|0.01|N|O|1997-03-08|1997-02-20|1997-04-05|NONE|RAIL|blithely requests. slyly pending r|31944|0|0|31944|31944|24|
1122|1|16|7|38.00|34238.00|0.00|0.08|N|O|1997-01-23|1997-04-02|1997-02-16|NONE|TRUCK|t theodolites sleep. even, ironic|34238|0|0|34238|34238|38|
1123|34|29|1|10.00|9340.30|0.05|0.08|N|O|1996-11-12|1996-10-04|1996-11-30|NONE|MAIL|ckages are above the depths. slyly ir|8873|0|0|8873|8873|10|
1123|533|18|2|39.00|55907.67|0.03|0.08|N|O|1996-08-25|1996-10-21|1996-09-04|DELIVER IN PERSON|REG AIR|rding to the furiously ironic requests: r|54230|0|0|54230|54230|39|
1123|303|21|3|38.00|45725.40|0.03|0.08|N|O|1996-09-23|1996-10-04|1996-09-27|DELIVER IN PERSON|FOB| blithely carefully unusual reques|44354|0|0|44354|44354|38|
1124|594|13|1|1.00|1494.59|0.09|0.08|N|O|1998-10-06|1998-10-02|1998-10-30|NONE|REG AIR| instructions cajole qu|1360|0|0|1360|1360|1|
1124|16|1|2|13.00|11908.13|0.05|0.04|N|O|1998-09-05|1998-10-03|1998-09-30|DELIVER IN PERSON|SHIP|t the slyly |11313|0|0|11313|11313|13|
