15
o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|o_year|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot|
2342|110|O|127089.72|1996-06-09|1-URGENT|Clerk#000000615|0|oost carefully across the regular accounts. blithely final d|1996|0|0|1|1|1|
2343|214|O|103797.25|1995-08-21|3-MEDIUM|Clerk#000000170|0|fluffily over the slyly special deposits. quickl|1995|0|0|1|1|1|
2368|40|F|123047.90|1993-08-20|1-URGENT|Clerk#000000830|0|t the bold instructions. carefully unusual |1993|1|1|1|0|1|
2369|329|O|89496.98|1996-12-24|2-HIGH|Clerk#000000752|0|iously even requests are dogged, express |1996|0|0|1|1|1|
2370|422|F|78245.64|1994-01-17|1-URGENT|Clerk#000000231|0|lyly final packages. quickly final deposits haggl|1994|1|0|1|0|1|
2371|56|O|228305.75|1998-01-07|1-URGENT|Clerk#000000028|0|ckages haggle at th|1998|0|0|1|0|1|
2372|88|O|120046.26|1997-11-21|5-LOW|Clerk#000000342|0|s: deposits haggle along the final ideas. careful|1997|0|0|1|0|1|
2373|79|F|71177.54|1994-03-12|4-NOT SPECIFIED|Clerk#000000306|0| even, special courts grow quickly. pending,|1994|1|0|1|0|1|
2374|13|F|136407.97|1993-10-29|4-NOT SPECIFIED|Clerk#000000081|0| blithely regular packages. blithely unusua|1993|1|1|1|0|1|
2375|16|O|125189.38|1996-11-20|3-MEDIUM|Clerk#000000197|0|unusual, pending theodolites cajole carefully |1996|0|0|1|1|1|
2400|110|O|106229.29|1998-07-25|5-LOW|Clerk#000000782|0|nusual courts nag against the carefully unusual pinto b|1998|0|0|1|0|1|
2401|443|O|103243.64|1997-07-29|4-NOT SPECIFIED|Clerk#000000531|0|ully unusual instructions boost carefully silently regular requests. |1997|0|0|1|0|1|
2402|199|O|85579.89|1996-09-06|4-NOT SPECIFIED|Clerk#000000162|0|slyly final sheaves sleep slyly. q|1996|0|0|1|1|1|
2403|164|O|134541.56|1998-04-11|3-MEDIUM|Clerk#000000820|0|furiously regular deposits use. furiously unusual accounts wake along the |1998|0|0|1|0|1|
2404|232|O|122640.49|1997-03-13|4-NOT SPECIFIED|Clerk#000000409|0|deposits breach furiously. ironic foxes haggle carefully bold packag|1997|0|0|1|0|1|
2405|214|O|130089.09|1996-12-23|3-MEDIUM|Clerk#000000535|0|ular, regular asympto|1996|0|0|1|1|1|
2406|20|O|217911.68|1996-10-28|5-LOW|Clerk#000000561|0|blithely regular accounts u|1996|0|0|1|1|1|
2407|161|O|139728.02|1998-06-19|2-HIGH|Clerk#000000068|0|uests affix slyly among the slyly regular depos|1998|0|0|1|0|1|
2432|307|O|71208.06|1996-07-13|1-URGENT|Clerk#000000115|0|re. slyly even deposits wake bra|1996|0|0|1|1|1|
2433|91|F|182065.46|1994-08-22|4-NOT SPECIFIED|Clerk#000000324|0|ess patterns are slyly. packages haggle carefu|1994|1|0|1|0|1|
2434|73|O|158300.96|1997-04-27|3-MEDIUM|Clerk#000000190|0|s. quickly ironic dolphins impress final deposits. blithel|1997|0|0|1|0|1|
2435|214|F|138898.08|1993-02-21|5-LOW|Clerk#000000112|0|es are carefully along the carefully final instructions. pe|1993|1|0|1|0|1|
2436|376|O|94583.03|1995-09-11|4-NOT SPECIFIED|Clerk#000000549|0|arefully. blithely bold deposits affix special accounts. final foxes nag. spe|1995|0|0|1|1|1|
2437|254|F|166431.96|1993-04-21|4-NOT SPECIFIED|Clerk#000000578|0|. theodolites wake slyly-- ironic, pending platelets above the carefully exp|1993|1|0|1|0|1|
2438|38|F|272706.46|1993-07-15|2-HIGH|Clerk#000000744|0|the final, regular warhorses. regularly |1993|1|0|1|0|1|
2439|163|O|56216.97|1997-03-15|2-HIGH|Clerk#000000819|0|lithely after the car|1997|0|0|1|0|1|
2464|436|O|35708.39|1997-11-23|5-LOW|Clerk#000000633|0|le about the instructions. courts wake carefully even|1997|0|0|1|0|1|
2465|98|O|211078.82|1995-06-24|1-URGENT|Clerk#000000078|0|al pinto beans. final, bold packages wake quickly|1995|0|0|1|1|1|
2466|55|F|191834.45|1994-03-06|1-URGENT|Clerk#000000424|0|c pinto beans. express deposits wake quickly. even, final courts nag. package|1994|1|0|1|0|1|
2467|103|O|9095.73|1995-07-16|4-NOT SPECIFIED|Clerk#000000914|0|pades sleep furiously. sometimes regular packages again|1995|0|0|1|1|1|
2468|334|O|195081.79|1997-06-09|4-NOT SPECIFIED|Clerk#000000260|0|ickly regular packages. slyly ruthless requests snooze quickly blithe|1997|0|0|1|0|1|
2469|370|O|225329.08|1996-11-26|5-LOW|Clerk#000000730|0| sleep closely regular instructions. furiously ironic instructi|1996|0|0|1|1|1|
2470|169|O|128928.42|1997-04-19|3-MEDIUM|Clerk#000000452|0|to the furiously final packages? pa|1997|0|0|1|0|1|
2471|266|O|40906.59|1998-03-12|4-NOT SPECIFIED|Clerk#000000860|0|carefully blithely regular pac|1998|0|0|1|0|1|
2496|403|F|167459.72|1994-01-09|2-HIGH|Clerk#000000142|0|slyly. pending instructions sleep. quic|1994|1|0|1|0|1|
2497|142|F|202513.89|1992-08-27|1-URGENT|Clerk#000000977|0|ily ironic pinto beans. furiously final platelets alongside of t|1992|1|0|1|0|1|
2498|289|F|57917.98|1993-11-08|5-LOW|Clerk#000000373|0|g the slyly special pinto beans. |1993|1|0|1|0|1|
2499|364|O|179946.63|1995-09-24|1-URGENT|Clerk#000000277|0|r the quickly bold foxes. bold instructi|1995|0|0|1|1|1|
2500|400|F|157764.89|1992-08-15|2-HIGH|Clerk#000000447|0|integrate slyly pending deposits. furiously ironic accounts across the s|1992|1|0|1|0|1|
2501|200|O|92729.82|1997-05-25|5-LOW|Clerk#000000144|0|ickly special theodolite|1997|0|0|1|0|1|
2502|209|F|43680.63|1993-05-28|4-NOT SPECIFIED|Clerk#000000914|0|lyly: carefully pending ideas affix again|1993|1|0|1|0|1|
2503|20|F|214198.01|1993-06-20|3-MEDIUM|Clerk#000000294|0|ly even packages was. ironic, regular deposits unwind furiously across the p|1993|1|0|1|0|1|
2528|166|F|109832.71|1994-11-20|1-URGENT|Clerk#000000789|0|ular dependencies? regular frays kindle according to the blith|1994|1|0|1|0|1|
2529|406|O|5144.22|1996-08-20|2-HIGH|Clerk#000000511|0|posits across the silent instructions wake blithely across |1996|0|0|1|1|1|
2530|382|F|68935.97|1994-03-21|3-MEDIUM|Clerk#000000291|0|ular instructions about the quic|1994|1|0|1|0|1|
2531|131|O|179260.32|1996-05-06|4-NOT SPECIFIED|Clerk#000000095|0|even accounts. furiously ironic excuses sleep fluffily. carefully silen|1996|0|0|1|1|1|
2532|281|O|142510.27|1995-10-11|2-HIGH|Clerk#000000498|0|the blithely pending accounts. regular, regular excuses boost aro|1995|0|0|1|1|1|
2533|149|O|208514.94|1997-03-24|1-URGENT|Clerk#000000594|0|ecial instructions. spec|1997|0|0|1|0|1|
2534|226|O|232849.68|1996-07-17|3-MEDIUM|Clerk#000000332|0|packages cajole ironic requests. furiously regular|1996|0|0|1|1|1|
2535|361|F|84823.98|1993-05-25|5-LOW|Clerk#000000296|0|phins cajole beneath the fluffily express asymptotes. c|1993|1|0|1|0|1|
2560|394|F|178427.60|1992-09-05|1-URGENT|Clerk#000000538|0|atelets; quickly sly requests|1992|1|0|1|0|1|
2561|172|O|166082.40|1997-11-14|1-URGENT|Clerk#000000861|0|ual requests. unusual deposits cajole furiously pending, regular platelets. |1997|0|0|1|0|1|
2562|25|F|164334.40|1992-08-01|1-URGENT|Clerk#000000467|0|elets. pending dolphins promise slyly. bo|1992|1|0|1|0|1|
2563|184|F|199340.53|1993-11-19|4-NOT SPECIFIED|Clerk#000000150|0|sly even packages after the furio|1993|1|0|1|0|1|
2564|229|F|4838.57|1994-09-09|2-HIGH|Clerk#000000718|0|usly regular pinto beans. orbits wake carefully. slyly e|1994|1|0|1|0|1|
2565|166|O|252554.10|1998-02-28|3-MEDIUM|Clerk#000000032|0|x-ray blithely along|1998|0|0|1|0|1|
2566|257|F|111471.47|1992-10-10|3-MEDIUM|Clerk#000000414|0|ructions boost bold ideas. idly ironic accounts use according to th|1992|1|0|1|0|1|
2567|209|O|317394.67|1998-02-27|2-HIGH|Clerk#000000031|0|detect. furiously ironic requests|1998|0|0|1|0|1|
2592|302|F|9637.72|1993-03-05|4-NOT SPECIFIED|Clerk#000000524|0|ts nag fluffily. quickly stealthy theodolite|1993|1|0|1|0|1|
2593|274|F|168300.98|1993-09-04|2-HIGH|Clerk#000000468|0|r the carefully final|1993|1|1|1|0|1|
2594|233|F|119023.61|1992-12-17|1-URGENT|Clerk#000000550|0|ests. theodolites above the blithely even accounts detect furio|1992|1|0|1|0|1|
2595|223|O|202846.47|1995-12-14|4-NOT SPECIFIED|Clerk#000000222|0|arefully ironic requests nag carefully ideas. |1995|0|0|1|1|1|
2596|127|O|91729.04|1996-08-17|1-URGENT|Clerk#000000242|0|requests. ironic, bold theodolites wak|1996|0|0|1|1|1|
2597|311|F|25718.22|1993-02-04|2-HIGH|Clerk#000000757|0|iously ruthless exc|1993|1|0|1|0|1|
2598|337|O|100583.21|1996-03-05|3-MEDIUM|Clerk#000000391|0| ironic notornis according to the blithely final requests should |1996|0|0|1|1|1|
2599|445|O|72583.61|1996-11-07|2-HIGH|Clerk#000000722|0|ts. slyly regular theodolites wake sil|1996|0|0|1|1|1|
2624|154|O|33319.28|1996-11-28|5-LOW|Clerk#000000930|0|ic, regular packages|1996|0|0|1|1|1|
2625|115|F|41053.46|1992-10-14|4-NOT SPECIFIED|Clerk#000000386|0| final deposits. blithely ironic ideas |1992|1|0|1|0|1|
2626|412|O|99312.30|1995-09-08|4-NOT SPECIFIED|Clerk#000000289|0|gside of the carefully special packages are furiously after the slyly express |1995|0|0|1|1|1|
2627|446|F|33588.69|1992-03-24|3-MEDIUM|Clerk#000000181|0|s. silent, ruthless requests|1992|1|0|1|0|1|
2628|166|F|195600.31|1993-10-22|5-LOW|Clerk#000000836|0|ajole across the blithely careful accounts. blithely silent deposits sl|1993|1|1|1|0|1|
2629|412|O|116791.17|1998-04-06|5-LOW|Clerk#000000680|0|uches dazzle carefully even, express excuses. ac|1998|0|0|1|0|1|
2630|253|F|155102.03|1992-10-24|5-LOW|Clerk#000000712|0|inal theodolites. ironic instructions s|1992|1|0|1|0|1|
2631|106|F|77648.41|1993-09-24|5-LOW|Clerk#000000833|0| quickly unusual deposits doubt around |1993|1|1|1|0|1|
2656|230|F|127804.74|1993-05-04|1-URGENT|Clerk#000000307|0|elets. slyly final accou|1993|1|0|1|0|1|
2657|74|O|181789.09|1995-10-17|2-HIGH|Clerk#000000160|0| foxes-- slyly final dependencies around the slyly final theodo|1995|0|0|1|1|1|
2658|41|O|188873.37|1995-09-23|3-MEDIUM|Clerk#000000400|0|bout the slyly regular accounts. ironic, |1995|0|0|1|1|1|
2659|247|F|90828.21|1993-12-18|4-NOT SPECIFIED|Clerk#000000758|0|cross the pending requests maintain |1993|1|0|1|0|1|
2660|379|O|18637.89|1995-08-05|5-LOW|Clerk#000000480|0|ly finally regular deposits. ironic theodolites cajole|1995|0|0|1|1|1|
2661|223|O|133414.71|1997-01-04|3-MEDIUM|Clerk#000000217|0|al, regular pinto beans. silently final deposits should have t|1997|0|0|1|0|1|
2662|112|O|100404.62|1996-08-21|3-MEDIUM|Clerk#000000589|0|bold pinto beans above the slyly final accounts affix furiously deposits. pac|1996|0|0|1|1|1|
2663|283|O|42969.09|1995-09-06|1-URGENT|Clerk#000000950|0|ar requests. furiously final dolphins along the fluffily spe|1995|0|0|1|1|1|
2688|293|F|204551.57|1992-01-24|2-HIGH|Clerk#000000720|0|have to nag according to the pending theodolites. sly|1992|1|0|1|0|1|
2689|304|F|42103.60|1992-04-09|4-NOT SPECIFIED|Clerk#000000698|0|press pains wake. furiously express theodolites alongsid|1992|1|0|1|0|1|
2690|281|O|270723.46|1996-03-31|3-MEDIUM|Clerk#000000760|0|ravely even theodolites |1996|0|0|1|1|1|
2691|19|F|37529.53|1992-04-30|5-LOW|Clerk#000000439|0|es at the regular deposits sleep slyly by the fluffy requests. eve|1992|1|0|1|0|1|
2692|187|O|29215.28|1997-12-02|3-MEDIUM|Clerk#000000878|0|es. regular asymptotes cajole above t|1997|0|0|1|0|1|
2693|52|O|75465.77|1996-09-04|1-URGENT|Clerk#000000370|0|ndle never. blithely regular packages nag carefully enticing platelets. ca|1996|0|0|1|1|1|
2694|358|O|125987.58|1996-03-14|5-LOW|Clerk#000000722|0| requests. bold deposits above the theodol|1996|0|0|1|1|1|
2695|169|O|162396.37|1996-08-20|1-URGENT|Clerk#000000697|0|ven deposits around the quickly regular packa|1996|0|0|1|1|1|
2720|91|F|190498.52|1993-06-08|1-URGENT|Clerk#000000948|0|quickly. special asymptotes are fluffily ironi|1993|1|0|1|0|1|
2721|232|O|78525.39|1996-01-27|2-HIGH|Clerk#000000401|0| ideas eat even, unusual ideas. theodolites are carefully|1996|0|0|1|1|1|
2722|104|F|60518.70|1994-04-09|5-LOW|Clerk#000000638|0|rding to the carefully quick deposits. bli|1994|1|0|1|0|1|
2723|178|O|119007.03|1995-10-06|5-LOW|Clerk#000000836|0|nts must have to cajo|1995|0|0|1|1|1|
2724|412|F|140635.95|1994-09-14|2-HIGH|Clerk#000000217|0| sleep blithely. blithely idle |1994|1|0|1|0|1|
2725|266|F|86218.02|1994-05-21|4-NOT SPECIFIED|Clerk#000000835|0|ular deposits. spec|1994|1|0|1|0|1|
2726|17|F|47806.00|1992-11-27|5-LOW|Clerk#000000470|0| blithely even dinos sleep care|1992|1|0|1|0|1|
2727|223|O|3977.91|1998-04-19|4-NOT SPECIFIED|Clerk#000000879|0|sual theodolites cajole enticingly above the furiously fin|1998|0|0|1|0|1|
2752|175|F|219482.15|1993-11-19|2-HIGH|Clerk#000000648|0| carefully regular foxes are quickly quickl|1993|1|0|1|0|1|
2753|47|F|188000.89|1993-11-30|2-HIGH|Clerk#000000380|0|ending instructions. unusual deposits|1993|1|0|1|0|1|
2754|433|F|34313.51|1994-04-03|2-HIGH|Clerk#000000960|0|cies detect slyly. |1994|1|0|1|0|1|
2755|353|F|119867.93|1992-02-07|4-NOT SPECIFIED|Clerk#000000177|0|ously according to the sly foxes. blithely regular pinto bean|1992|1|0|1|0|1|
2756|350|F|168891.95|1994-04-18|1-URGENT|Clerk#000000537|0|arefully special warho|1994|1|0|1|0|1|
2757|227|O|108230.88|1995-07-20|2-HIGH|Clerk#000000216|0| regular requests subl|1995|0|0|1|1|1|
2758|124|O|42405.32|1998-07-12|5-LOW|Clerk#000000863|0|s cajole according to the carefully special |1998|0|0|1|0|1|
2759|349|F|103739.36|1993-11-25|4-NOT SPECIFIED|Clerk#000000071|0|ts. regular, pending pinto beans sleep ab|1993|1|0|1|0|1|
2784|283|O|125342.24|1998-01-07|1-URGENT|Clerk#000000540|0|g deposits alongside of the silent requests s|1998|0|0|1|0|1|
2785|439|O|154641.28|1995-07-21|2-HIGH|Clerk#000000098|0|iously pending packages sleep according to the blithely unusual foxe|1995|0|0|1|1|1|
2786|238|F|210542.43|1992-03-22|2-HIGH|Clerk#000000976|0|al platelets cajole blithely ironic requests. ironic re|1992|1|0|1|0|1|
2787|310|O|3985.96|1995-09-30|1-URGENT|Clerk#000000906|0|he ironic, regular |1995|0|0|1|1|1|
2788|371|F|22789.97|1994-09-22|1-URGENT|Clerk#000000641|0|nts wake across the fluffily bold accoun|1994|1|0|1|0|1|
2789|109|O|263777.40|1998-03-14|2-HIGH|Clerk#000000972|0|gular patterns boost. carefully even re|1998|0|0|1|0|1|
2790|76|F|220447.64|1994-08-19|2-HIGH|Clerk#000000679|0| the carefully express deposits sleep slyly |1994|1|0|1|0|1|
2791|364|F|185685.84|1994-10-10|2-HIGH|Clerk#000000662|0|as. slyly ironic accounts play furiously bl|1994|1|0|1|0|1|
2816|172|F|48447.65|1994-09-20|2-HIGH|Clerk#000000289|0|kages at the final deposits cajole furious foxes. quickly |1994|1|0|1|0|1|
2817|119|F|88610.05|1994-04-19|3-MEDIUM|Clerk#000000982|0|ic foxes haggle upon the daringly even pinto beans. slyly|1994|1|0|1|0|1|
2818|145|F|137785.09|1994-12-12|3-MEDIUM|Clerk#000000413|0|eep furiously special ideas. express |1994|1|0|1|0|1|
2819|307|F|75131.62|1994-05-05|1-URGENT|Clerk#000000769|0|ngside of the blithely ironic dolphins. furio|1994|1|0|1|0|1|
2820|55|F|186987.09|1994-05-20|3-MEDIUM|Clerk#000000807|0|equests are furiously. carefu|1994|1|0|1|0|1|
2821|350|F|47396.34|1993-08-09|3-MEDIUM|Clerk#000000323|0|ng requests. even instructions are quickly express, silent instructi|1993|1|1|1|0|1|
2822|238|F|51686.62|1993-07-26|2-HIGH|Clerk#000000510|0|furiously against the accounts. unusual accounts aft|1993|1|0|1|0|1|
2823|235|O|212287.99|1995-09-09|2-HIGH|Clerk#000000567|0|encies. carefully fluffy accounts m|1995|0|0|1|1|1|
2848|208|F|142499.64|1992-03-10|1-URGENT|Clerk#000000256|0|ly fluffy foxes sleep furiously across the slyly regu|1992|1|0|1|0|1|
2849|137|O|212147.77|1996-04-30|2-HIGH|Clerk#000000659|0|al packages are after the quickly bold requests. carefully special |1996|0|0|1|1|1|
2850|298|O|148914.52|1996-10-02|2-HIGH|Clerk#000000392|0|, regular deposits. furiously pending packages hinder carefully carefully u|1996|0|0|1|1|1|
2851|434|O|10073.64|1997-09-07|5-LOW|Clerk#000000566|0|Tiresias wake quickly quickly even|1997|0|0|1|0|1|
2852|268|F|122812.54|1993-01-16|1-URGENT|Clerk#000000740|0|ruthless deposits against the final instructions use quickly al|1993|1|0|1|0|1|
2853|280|F|132977.05|1994-05-05|2-HIGH|Clerk#000000878|0|the carefully even packages.|1994|1|0|1|0|1|
2854|415|F|194758.65|1994-06-27|1-URGENT|Clerk#000000010|0| furiously ironic tithes use furiously |1994|1|0|1|0|1|
2855|145|F|51743.98|1993-04-04|4-NOT SPECIFIED|Clerk#000000973|0| silent, regular packages sleep |1993|1|0|1|0|1|
2880|25|F|166677.44|1992-03-15|2-HIGH|Clerk#000000756|0|ves maintain doggedly spec|1992|1|0|1|0|1|
2881|296|F|57253.03|1992-05-10|5-LOW|Clerk#000000864|0|uriously. slyly express requests according to the silent dol|1992|1|0|1|0|1|
2882|361|O|206650.88|1995-08-22|2-HIGH|Clerk#000000891|0|pending deposits. carefully eve|1995|0|0|1|1|1|
2883|364|F|213193.44|1995-01-23|5-LOW|Clerk#000000180|0|uses. carefully ironic accounts lose fluffil|1995|1|0|1|1|1|
2884|275|O|84827.24|1997-10-12|3-MEDIUM|Clerk#000000780|0|efully express instructions sleep against|1997|0|0|1|0|1|
2885|19|F|168621.91|1992-09-19|4-NOT SPECIFIED|Clerk#000000280|0|ly sometimes special excuses. final requests are |1992|1|0|1|0|1|
2886|323|F|121709.74|1994-11-13|4-NOT SPECIFIED|Clerk#000000619|0|uctions. ironic packages sle|1994|1|0|1|0|1|
2887|323|O|34025.59|1997-05-26|5-LOW|Clerk#000000566|0|slyly even pinto beans. slyly bold epitaphs cajole blithely above t|1997|0|0|1|0|1|
2912|277|F|34086.08|1992-03-12|5-LOW|Clerk#000000186|0|jole blithely above the quickly regular packages. carefully regular pinto bean|1992|1|0|1|0|1|
2913|127|O|160161.82|1997-07-12|3-MEDIUM|Clerk#000000118|0|mptotes doubt furiously slyly regu|1997|0|0|1|0|1|
2914|322|F|74316.57|1993-03-03|3-MEDIUM|Clerk#000000543|0|he slyly regular theodolites are furiously sile|1993|1|0|1|0|1|
2915|278|F|117864.36|1994-03-31|5-LOW|Clerk#000000410|0|ld packages. bold deposits boost blithely. ironic, unusual theodoli|1994|1|0|1|0|1|
2916|23|O|23572.90|1995-12-27|2-HIGH|Clerk#000000681|0|ithely blithe deposits sleep beyond the|1995|0|0|1|1|1|
2917|274|O|115460.88|1997-12-09|4-NOT SPECIFIED|Clerk#000000061|0| special dugouts among the special deposi|1997|0|0|1|0|1|
2918|353|O|25212.09|1996-09-08|3-MEDIUM|Clerk#000000439|0|ular deposits across th|1996|0|0|1|1|1|
2919|158|F|162177.88|1993-12-10|2-HIGH|Clerk#000000209|0|es. pearls wake quietly slyly ironic instructions--|1993|1|0|1|0|1|
2944|41|O|167566.57|1997-09-24|4-NOT SPECIFIED|Clerk#000000740|0|deas. permanently special foxes haggle carefully ab|1997|0|0|1|0|1|
2945|85|O|267327.88|1996-01-03|2-HIGH|Clerk#000000499|0|ons are carefully toward the permanent, bold pinto beans. regu|1996|0|0|1|1|1|
2946|373|O|112142.41|1996-02-05|5-LOW|Clerk#000000329|0|g instructions about the regular accounts sleep carefully along the pen|1996|0|0|1|1|1|
2947|209|P|47688.51|1995-04-26|1-URGENT|Clerk#000000464|0|ronic accounts. accounts run furiously d|1995|0|0|1|1|1|
2948|133|F|121772.19|1994-08-23|5-LOW|Clerk#000000701|0| deposits according to the blithely pending |1994|1|0|1|0|1|
2949|409|F|115449.44|1994-04-12|2-HIGH|Clerk#000000184|0|y ironic accounts use. quickly blithe accou|1994|1|0|1|0|1|
2950|404|O|226707.43|1997-07-06|1-URGENT|Clerk#000000833|0| dolphins around the furiously |1997|0|0|1|0|1|
2951|221|O|156517.37|1996-02-06|2-HIGH|Clerk#000000680|0|gular deposits above the finally regular ideas integrate idly stealthil|1996|0|0|1|1|1|
2976|85|F|160658.31|1993-12-10|4-NOT SPECIFIED|Clerk#000000159|0|. furiously ironic asymptotes haggle ruthlessly silently regular r|1993|1|0|1|0|1|
2977|214|O|28807.17|1996-08-27|3-MEDIUM|Clerk#000000252|0|quickly special platelets are furio|1996|0|0|1|1|1|
2978|133|P|162000.26|1995-05-03|1-URGENT|Clerk#000000135|0|d. even platelets are. ironic dependencies cajole slow, e|1995|0|0|1|1|1|
2979|400|O|140324.95|1996-03-23|3-MEDIUM|Clerk#000000820|0|even, ironic foxes sleep along|1996|0|0|1|1|1|
2980|13|O|216207.39|1996-09-14|3-MEDIUM|Clerk#000000661|0|y quick pinto beans wake. slyly re|1996|0|0|1|1|1|
2981|143|O|42028.11|1998-07-29|5-LOW|Clerk#000000299|0|hely among the express foxes. blithely stealthy requests cajole boldly. regu|1998|0|0|1|0|1|
2982|253|F|65959.63|1995-03-19|2-HIGH|Clerk#000000402|0|lyly. express theodolites affix slyly after the slyly speci|1995|0|0|1|1|1|
2983|184|F|73860.25|1992-01-07|1-URGENT|Clerk#000000278|0|r the even requests. accounts maintain. regular accounts|1992|1|0|1|0|1|
3008|118|O|184342.49|1995-11-08|3-MEDIUM|Clerk#000000701|0|ze quickly. blithely regular packages above the slyly bold foxes shall|1995|0|0|1|1|1|
3009|164|O|132921.02|1997-02-28|1-URGENT|Clerk#000000205|0|r ideas. carefully pe|1997|0|0|1|0|1|
